title,event_type,date,hall,description,url,price
The Sophs,Concert,"zo 3 mei. 2026, 19:30",Paradiso - Bovenzaal,"The Sophs, een zeskoppige band uit LA, maken genre-overstijgende muziek vol rauwe eerlijkheid en ongefilterde...",https://www.podiuminfo.nl/concert/445921/The-Sophs/Paradiso/,EUR 16.00
John Tana Et Crapuul,Concert,"zo 3 mei. 2026, 20:00",Paradiso - Grote Zaal,"Concert John Tana Et Crapuul in Paradiso, Amsterdam op zondag 3 mei 2026 met John Tana Et Crapuul",https://www.podiuminfo.nl/concert/425970/John-Tana-Et-Crapuul/Paradiso/,EUR 32.50 [UITVERKOCHT]
Wet Wet Wet,Concert,"ma 4 mei. 2026, 20:30",Paradiso - Grote Zaal,Met klassiekers als Love Is All Around en Sweet Little Mystery groeide Wet Wet Wet in de jaren tachtig en negentig uit...,https://www.podiuminfo.nl/concert/440833/Wet-Wet-Wet/Paradiso/,EUR 50.40
Les Negresses Vertes,Concert,"di 5 mei. 2026, 20:30",Paradiso - Grote Zaal,Les Négresses Vertes ontstonden in 1987 uit de Parijse punkscene en werden een internationaal herkenbaar gezicht van de...,https://www.podiuminfo.nl/concert/440997/Les-Negresses-Vertes/Paradiso/,EUR 33.80
Willi Carlisle @ Tolhuistuin,Concert,"di 5 mei. 2026, 20:30",Tolhuistuin - Tolhuistuin Zonzij,Willi Carlisle is een folksinger-songwriter en poëet die een liefde heeft voor buitenbeentjes. Zijn muziek is altijd al...,https://www.podiuminfo.nl/concert/447335/Willi-Carlisle/Tolhuistuin/,EUR 19.70
Cocobolo,Concert,"wo 6 mei. 2026, 20:00",Paradiso - Bovenzaal,Na een geslaagde show in 2024 komt het instrumentele indie trio dit voorjaar terug naar Paradiso. Cocobolo heeft altijd...,https://www.podiuminfo.nl/concert/447643/Cocobolo/Paradiso/,EUR 14.50
Grade 2,Concert,"wo 6 mei. 2026, 22:00",Paradiso - Bovenzaal,Rechttoe rechtaan Britse punkrock,https://www.podiuminfo.nl/concert/451496/Grade-2/Paradiso/,EUR 17.00
Astronaut,Concert,"do 7 mei. 2026, 19:30",Paradiso - Bovenzaal,Astronaut is het uit de hand gelopen singer-songwriter project van Pelle Bast. De inmiddels zeskoppige band met enorme...,https://www.podiuminfo.nl/concert/447165/Astronaut/Paradiso/,EUR 16.00
24kGoldn,Concert,"do 7 mei. 2026, 22:00",Paradiso - Bovenzaal,"24kGoldn is een Amerikaanse rapper, zanger en songwriter, bekend om zijn melodieuze sound en genre-overstijgende stijl....",https://www.podiuminfo.nl/concert/450613/24kGoldn/Paradiso/,EUR 22.20
Anne-Fay,Concert,"vr 8 mei. 2026, 19:30",Paradiso - Bovenzaal,"Lichamelijke pop tussen soul, ritme en diaspora",https://www.podiuminfo.nl/concert/450315/Anne-Fay/Paradiso/,EUR 16.00
Def,Concert,"vr 8 mei. 2026, 20:00",Paradiso - Grote Zaal,"Def, uit Hoorn, groeide op met muziek en zat op jonge leeftijd al achter het drumstel samen met zijn vader. Al snel...",https://www.podiuminfo.nl/concert/439695/Def/Paradiso/,EUR 21.00 [UITVERKOCHT]
Black Star,Concert,"zo 10 mei. 2026, 20:30",Paradiso - Grote Zaal,"Black Star, bestaande uit Yasiin Bey en Talib Kweli, keert in november terug naar Paradiso. Ze spelen hits van hun...",https://www.podiuminfo.nl/concert/447943/Black-Star/Paradiso/,EUR 55.40
Florry,Concert,"di 12 mei. 2026, 20:30",Paradiso - Grote Zaal,Alt-country en slackerrock sensatie,https://www.podiuminfo.nl/concert/446910/Florry/Paradiso/,EUR 25.20
Mamas Gun,Concert,"wo 13 mei. 2026, 20:00",Paradiso - Grote Zaal,"Mamas Gun is een vijfkoppige soulband uit het Verenigd Koninkrijk. Onder leiding van zanger, componist en producer Andy...",https://www.podiuminfo.nl/concert/447877/Mamas-Gun/Paradiso/,EUR 31.30
Ellen ten Damme,Concert,"do 14 mei. 2026, 20:00",Paradiso - Grote Zaal,"Ellen ten Damme is terug in de clubs. Na tien jaar uitsluitend in het theater te hebben gespeeld, komt Ellen met haar...",https://www.podiuminfo.nl/concert/421508/Ellen-ten-Damme/Paradiso/,EUR 39.30
Dotan - European Solo Acoustic Tour @ Vondelkerk,Concert,"vr 15 mei. 2026, 20:30",Vondelkerk - Vondelkerk,"Na vier veelgeprezen albums, internationale hits en wereldtournees is Dotan teruggekeerd naar het maken van nieuwe...",https://www.podiuminfo.nl/concert/448293/Dotan-European-Solo-Acoustic-Tour/Vondelkerk/,TBA
Dotan - Benefietconcert Vondelkerk @ De Duif,Concert,"vr 15 mei. 2026, 20:30",De Duif - De Duif,Het concert dat Dotan in de Vondelkerk zou geven is vanwege de brand in die kerk verplaatst naar De Duif. De volledige...,https://www.podiuminfo.nl/concert/449969/Dotan-Benefietconcert-Vondelkerk/De-Duif/,EUR 39.80 [UITVERKOCHT]
Bazart,Concert,"zo 17 mei. 2026, 19:30",Paradiso - Grote Zaal,Poëtisch Belpoptrio,https://www.podiuminfo.nl/concert/446882/Bazart/Paradiso/,EUR 30.30
Otis Gibbs @ Tolhuistuin,Concert,"zo 17 mei. 2026, 20:30",Tolhuistuin - Tolhuistuin Club,"Zijn rauwe stem is zijn handelsmerk en muzikaal houdt hij het midden tussen Steve Earle, Woody Guthrie, Johnny Cash en...",https://www.podiuminfo.nl/concert/443175/Otis-Gibbs/Tolhuistuin/,EUR 26.20
De Veulpoepers,Concert,"ma 18 mei. 2026, 20:00",Paradiso - Bovenzaal,De Veulpoepers bestaan vijftig jaar en vieren dat in 2026 met een nieuwe bezetting onder de naam Veulpoepers 3.0. De...,https://www.podiuminfo.nl/concert/446836/De-Veulpoepers/Paradiso/,EUR 23.20
Joey Valence & Brae - Hyperyouth,Concert,"di 19 mei. 2026, 20:30",Paradiso - Grote Zaal,Alternatieve rap/drum ‘n’ bass met invloeden uit de jaren '90,https://www.podiuminfo.nl/concert/447347/Joey-Valence-Brae-Hyperyouth/Paradiso/,EUR 24.70 [UITVERKOCHT]
Lilly Wood And The Prick,Concert,"wo 20 mei. 2026, 19:30",Paradiso - Bovenzaal,"Het Franse duo Lilly Wood and the Prick, gevormd door zangeres Nili Hadida en gitarist Benjamin Cotto, mengt folk met...",https://www.podiuminfo.nl/concert/438728/Lilly-Wood-And-The-Prick/Paradiso/,EUR 15.00
Maddox Batson - Live Worldwide Tour,Concert,"wo 20 mei. 2026, 19:30",Paradiso - Grote Zaal,Amerikaanse internetberoemdheid en singer-songwriter,https://www.podiuminfo.nl/concert/447343/Maddox-Batson-Live-Worldwide-Tour/Paradiso/,EUR 28.20
Chance Peña,Concert,"do 21 mei. 2026, 19:30",Paradiso - Grote Zaal,"De 25-jarige Chance Peña is en geboren en getogen Texaan. De artiest, songwriter en producer combineert traditionele...",https://www.podiuminfo.nl/concert/446439/Chance-Pena/Paradiso/,EUR 31.30
Open Mike Eagle,Concert,"do 21 mei. 2026, 19:30",Paradiso - Bovenzaal,"Surrealistische hiphop van in Los Angeles gevestigde rapper, comedian en podcaster",https://www.podiuminfo.nl/concert/448341/Open-Mike-Eagle/Paradiso/,EUR 20.20
Flea and the Honora band,Concert,"vr 22 mei. 2026, 20:00",Paradiso - Grote Zaal,"Michael Peter Balzary, beter bekend als Flea, is een Australisch-Amerikaanse muzikant en acteur, vooral bekend als...",https://www.podiuminfo.nl/concert/450365/Flea-and-the-Honora-band/Paradiso/,EUR 66.50 [UITVERKOCHT]
Cardigan Inn,Concert,"vr 22 mei. 2026, 20:30",Paradiso - Bovenzaal,Amsterdamse nieuwkomer smelt new wave samen met ’80s synthpop,https://www.podiuminfo.nl/concert/447449/Cardigan-Inn/Paradiso/,EUR 14.00
Brass Rave Unit,Concert,"za 23 mei. 2026, 20:00",Paradiso - Grote Zaal,Brass Rave Unit komt met een nieuw album! Dit Amsterdamse powertrio - met leden van Jungle by Night & Gallowstreet -...,https://www.podiuminfo.nl/concert/440403/Brass-Rave-Unit/Paradiso/,EUR 25.70
Marije Bruinsma,Concert,"zo 24 mei. 2026, 19:30",Paradiso - Bovenzaal,"Hilarisch popspektakel met schreeuwerige techno, trap en glitterpunk",https://www.podiuminfo.nl/concert/452027/Marije-Bruinsma/Paradiso/,EUR 17.00
The Soulful Sessions,Concert,"zo 24 mei. 2026, 20:00",Paradiso - Grote Zaal,"The Soulful Sessions komt weer terug naar Paradiso op zondag 24 mei: hét event voor liefhebbers van soul, funk, disco...",https://www.podiuminfo.nl/concert/451611/The-Soulful-Sessions/Paradiso/,EUR 25.70
Son Mieux,Concert,"ma 25 mei. 2026, 20:00",Paradiso - Grote Zaal,De zevenkoppige band Son Mieux uit Den Haag maakt de muziek die we nodig hebben in deze tijd: dansbare pop met...,https://www.podiuminfo.nl/concert/433564/Son-Mieux/Paradiso/,EUR 42.90 [UITVERKOCHT]
Son Mieux,Concert,"di 26 mei. 2026, 20:00",Paradiso - Grote Zaal,"Concert Son Mieux in Paradiso, Amsterdam op dinsdag 26 mei 2026 met Son Mieux",https://www.podiuminfo.nl/concert/433565/Son-Mieux/Paradiso/,EUR 42.90 [UITVERKOCHT]
Sixteen Horsepower,Concert,"wo 27 mei. 2026, 20:30",Paradiso - Grote Zaal,"16 Horsepower keert na 21 jaar terug naar Europa. 

16 Horsepower staat bekend als de band die het landschap van...",https://www.podiuminfo.nl/concert/449145/Sixteen-Horsepower/Paradiso/,EUR 45.40 [UITVERKOCHT]
POM,Concert,"do 28 mei. 2026, 19:30",Paradiso - Bovenzaal,"POM combineert rauwe gitaarmuziek met een vrolijke, energieke uitstraling. De Amsterdamse band laat zich inspireren...",https://www.podiuminfo.nl/concert/450856/POM/Paradiso/,EUR 16.00
Morgan Heritage,Concert,"za 30 mei. 2026, 20:30",Paradiso - Grote Zaal,Familieband geeft reggae door aan volgende generaties,https://www.podiuminfo.nl/concert/449506/Morgan-Heritage/Paradiso/,EUR 36.30
John-Lewis Cabot,Concert,"zo 31 mei. 2026, 22:30",Paradiso - Bovenzaal,Nederlandstalige folk met invloeden uit funk en blues,https://www.podiuminfo.nl/concert/451023/John-Lewis-Cabot/Paradiso/,EUR 16.00
Blue October,Concert,"ma 1 jun. 2026, 19:30",Paradiso - Grote Zaal,"Blue October, de multi-platinum band uit Texas rond frontman Justin Furstenfeld, viert in 2026 twintig jaar ‘Foiled’....",https://www.podiuminfo.nl/concert/448283/Blue-October/Paradiso/,EUR 47.40
Liniker,Concert,"wo 3 jun. 2026, 20:30",Paradiso - Grote Zaal,Braziliaanse singer-soulwriter,https://www.podiuminfo.nl/concert/449447/Liniker/Paradiso/,EUR 39.30
Zonneprijs Finale,Concert,"do 4 jun. 2026, 19:00",Paradiso - Grote Zaal,Indiestad presenteert de vierde editie van Zonneprijs. De Zonneprijs is momenteel nog volop in gang: elke maand vindt...,https://www.podiuminfo.nl/concert/451543/Zonneprijs-Finale/Paradiso/,EUR 16.00
puntjudith,Concert,"vr 5 jun. 2026, 19:30",Paradiso - Bovenzaal,"puntjudith verweeft rauwe sounds, zware beats en pulserende bassen met persoonlijke en existentiële thema's. In 2025...",https://www.podiuminfo.nl/concert/448528/puntjudith/Paradiso/,EUR 16.00
Hiqpy,Concert,"vr 5 jun. 2026, 20:30",Paradiso - Grote Zaal,"Hiqpy bestaat uit zangeres Abir Hamam, gitarist Victor ter Veld, bassist Tom Radsma en drummer Kasper de Boer. In 2024...",https://www.podiuminfo.nl/concert/438351/Hiqpy/Paradiso/,EUR 23.20
Mokum Records Presents Triple Xxx HakkÛh,Concert,"vr 5 jun. 2026, 23:00",Paradiso - Grote Zaal en Bovenzaal,Clubnacht van Amsterdams gabberlabel,https://www.podiuminfo.nl/concert/450052/Mokum-Records-Presents-Triple-Xxx-HakkUh/Paradiso/,EUR 25.70
Hayley Williams,Concert,"ma 8 jun. 2026, 19:30",Paradiso - Grote Zaal,De Amerikaanse zangeres Hayley Williams uit Tennessee is sinds 2005 een bepalende stem in de hedendaagse rock. Als...,https://www.podiuminfo.nl/concert/447167/Hayley-Williams/Paradiso/,EUR 62.50 [UITVERKOCHT]
Ntjam Rosie @ Tolhuistuin,Concert,"do 11 jun. 2026, 20:30",Tolhuistuin - Tolhuistuin Club,"De Kameroenees-Nederlandse zangeres Ntjam Rosie mengt al twintig jaar op volstrekt natuurlijke wijze jazz, soul en pop...",https://www.podiuminfo.nl/concert/451969/Ntjam-Rosie/Tolhuistuin/,EUR 25.70
Kans,Concert,"vr 12 jun. 2026, 20:30",Paradiso - Grote Zaal,Emotionele r&b met hiphopinvloeden van Amsterdamse artiest,https://www.podiuminfo.nl/concert/448145/Kans/Paradiso/,EUR 34.30
Dogstar,Concert,"di 16 jun. 2026, 19:30",Paradiso - Grote Zaal,"De Amerikaanse alternatieve grungerockband Dogstar bestaat uit gitarist/zanger Bret Domrose, drummer Rob Mailhouse en...",https://www.podiuminfo.nl/concert/448695/Dogstar/Paradiso/,EUR 34.30
Cas Heim,Concert,"vr 19 jun. 2026, 19:30",Paradiso - Bovenzaal,"Op vrijdag 19 juni released Cas Heim zijn tweede EP in onze Bovenzaal. Na zijn debuut-EP 'One Step Away', die ontstond...",https://www.podiuminfo.nl/concert/452141/Cas-Heim/Paradiso/,EUR 14.00
Candy Dulfer,Concert,"vr 19 jun. 2026, 20:30",Paradiso - Grote Zaal,Wereldwijd funk-icoon Candy Dulfer keert terug naar de Nederlandse clubs met haar Funkalicious Tour. Na shows in...,https://www.podiuminfo.nl/concert/449587/Candy-Dulfer/Paradiso/,EUR 34.30
Celeste (UK),Concert,"za 20 jun. 2026, 19:30",Paradiso - Grote Zaal,De Brits-Jamaicaanse zangeres Celeste heeft zich de afgelopen jaren ontwikkeld tot een van de meest karakteristieke...,https://www.podiuminfo.nl/concert/447631/Celeste-UK-/Paradiso/,EUR 46.40 [UITVERKOCHT]
Celeste (UK),Concert,"zo 21 jun. 2026, 19:30",Paradiso - Grote Zaal,De Brits-Jamaicaanse zangeres Celeste heeft zich de afgelopen jaren ontwikkeld tot een van de meest karakteristieke...,https://www.podiuminfo.nl/concert/448049/Celeste-UK-/Paradiso/,EUR 46.40 [UITVERKOCHT]
American Football,Concert,"wo 24 jun. 2026, 20:30",Paradiso - Grote Zaal,De belichaming van Midwest emo,https://www.podiuminfo.nl/concert/451497/American-Football/Paradiso/,EUR 37.89
La Pegatina,Concert,"zo 28 jun. 2026, 19:30",Paradiso - Grote Zaal,"La Pegatina noemt het bruisende Barcelona de thuisbasis. Ooit begonnen de bandleden daar op straat, nu vullen zij in...",https://www.podiuminfo.nl/concert/446974/La-Pegatina/Paradiso/,EUR 31.30
Sierra Ferrell,Concert,"di 30 jun. 2026, 20:30",Paradiso - Grote Zaal,Sierra Ferrell brengt haar Heavy Petal Tour naar Amsterdam. Wie bij haar optreden in Tolhuistuin in 2022 aanwezig wist...,https://www.podiuminfo.nl/concert/451684/Sierra-Ferrell/Paradiso/,EUR 35.39 [UITVERKOCHT]
Kevin Morby,Concert,"do 2 jul. 2026, 19:30",Paradiso - Grote Zaal,"Kevin Morby is een Amerikaanse artiest uit Texas om zijn literaire teksten en sobere, poëtische benadering van...",https://www.podiuminfo.nl/concert/452101/Kevin-Morby/Paradiso/,EUR 28.20
Amenra,Concert,"za 18 jul. 2026, 20:30",Paradiso - Grote Zaal,"De Belgische metalband Amenra ontstond begin jaren 2000 met een veelzijdig geluid dat geworteld is in de genres doom,...",https://www.podiuminfo.nl/concert/451142/Amenra/Paradiso/,EUR 34.30
"Dekmantel Festival X Stoor Live: Speedy J, Clark, Barker And More.",Concert,"do 30 jul. 2026, 17:00",Paradiso - Grote Zaal en Bovenzaal,Tijdens Dekmantel Festival 2026 keren Speedy J en de STOOR crew terug naar Paradiso voor een eendaage-editie van...,https://www.podiuminfo.nl/concert/450830/Dekmantel-Festival-X-Stoor-Live-Speedy-J-Clark-Barker-And-More-/Paradiso/,TBA
Ásgeir,Concert,"wo 9 sep. 2026, 19:30",Paradiso - Grote Zaal,IJslands meest succesvolle exportproduct van het moment,https://www.podiuminfo.nl/concert/452029/Asgeir/Paradiso/,EUR 31.30
Voxtrot,Concert,"zo 20 sep. 2026, 19:30",Paradiso - Bovenzaal,Indierockband bekend uit het blogtijdperk maakt wederkeer,https://www.podiuminfo.nl/concert/451498/Voxtrot/Paradiso/,EUR 17.00
Douwe Bob - Outcast Town,Concert,"wo 23 sep. 2026, 20:30",Paradiso - Grote Zaal,Afgelopen twee jaar konden we niet om hem heen. Douwe Bob was in 2024 de meest gedraaide Nederlandse artiest op de...,https://www.podiuminfo.nl/concert/451812/Douwe-Bob-Outcast-Town/Paradiso/,EUR 42.90
Parra For Cuva,Concert,"wo 30 sep. 2026, 20:30",Paradiso - Grote Zaal,"Parra for Cuva is een Duitse producer, componist en dj, bekend om zijn elektronische soundscapes die organische...",https://www.podiuminfo.nl/concert/450831/Parra-For-Cuva/Paradiso/,EUR 39.30
Band Of Horses,Concert,"zo 4 okt. 2026, 00:00",Paradiso - Zaal onbekend,Band of Horses bracht 20 jaar geleden hun debuutalbum ‘Everything All the Time’ uit op het smaakvolle en legendarische...,https://www.podiuminfo.nl/concert/451826/Band-Of-Horses/Paradiso/,EUR 47.40
Panchiko,Concert,"do 8 okt. 2026, 19:30",Paradiso - Grote Zaal,"Van alle bands met een verbluffend resultaat na hun eerste album, springt Panchiko eruit. Panchiko is een indieband die...",https://www.podiuminfo.nl/concert/447813/Panchiko/Paradiso/,EUR 24.20
Jack Savoretti - We Will Always Be The Way We Were Tour,Concert,"za 10 okt. 2026, 20:00",Paradiso - Grote Zaal,De Engels-Italiaanse zanger Jack Savoretti heeft een aangename rasp in zijn stem die de juiste touch geeft aan zijn...,https://www.podiuminfo.nl/concert/450619/Jack-Savoretti-We-Will-Always-Be-The-Way-We-Were-Tour/Paradiso/,EUR 39.30
Fat Freddy's Drop,Concert,"ma 12 okt. 2026, 19:30",Paradiso - Grote Zaal,"Fat Freddy’s Drop betovert hun publiek met euforische, diafragma-vernietigende muziek. De onafhankelijke band uit...",https://www.podiuminfo.nl/concert/445724/Fat-Freddys-Drop/Paradiso/,EUR 50.40
Fat Freddy's Drop,Concert,"di 13 okt. 2026, 19:30",Paradiso - Grote Zaal,"Fat Freddy’s Drop betovert hun publiek met euforische, diafragma-vernietigende muziek. De onafhankelijke band uit...",https://www.podiuminfo.nl/concert/445725/Fat-Freddys-Drop/Paradiso/,EUR 50.40
Fat Freddy's Drop,Concert,"wo 14 okt. 2026, 19:30",Paradiso - Grote Zaal,"Fat Freddy’s Drop betovert hun publiek met euforische, diafragma-vernietigende muziek. De onafhankelijke band uit...",https://www.podiuminfo.nl/concert/445726/Fat-Freddys-Drop/Paradiso/,EUR 50.40
Cat Power,Concert,"do 29 okt. 2026, 19:00",Paradiso - Grote Zaal,"Cat Power viert het twintigjarig jubileum van haar baanbrekende album 'The Greatest' met de release van de EP 'Redux',...",https://www.podiuminfo.nl/concert/446869/Cat-Power/Paradiso/,EUR 45.40
Floor Jansen,Concert,"zo 1 nov. 2026, 20:00",Paradiso - Grote Zaal,Al meer dan vijfentwintig jaar is Floor Jansen een van de meest succesvolle zangeressen van Nederland. Haar carrière...,https://www.podiuminfo.nl/concert/446080/Floor-Jansen/Paradiso/,EUR 44.40
Ão @ Bitterzoet,Concert,"do 5 nov. 2026, 20:30",Bitterzoet - Bitterzoet,"De eigenzinnige Belgische band Ão (je spreekt het uit als 'auw') maakt een mix van elektronica, artpop, afropop,...",https://www.podiuminfo.nl/concert/451961/Ao/Bitterzoet/,EUR 21.70
Ploegendienst,Concert,"za 7 nov. 2026, 19:00",Paradiso - Grote Zaal,"Ploegendienst trapt graag, en ze trappen hard. Tegen de massa en het systeem, tegen dichte deuren en OV-poortjes....",https://www.podiuminfo.nl/concert/448328/Ploegendienst/Paradiso/,EUR 28.20
Merol,Concert,"za 14 nov. 2026, 20:00",Paradiso - Grote Zaal,"nieuw album + nieuwe show
wie durft?

LEVE DE FEEKS TOUR",https://www.podiuminfo.nl/concert/451452/Merol/Paradiso/,EUR 34.30
Lucky Fonz III @ Tolhuistuin,Concert,"za 14 nov. 2026, 20:30",Tolhuistuin - Tolhuistuin Club,"3voor12 (VPRO) riep Lucky Fonz III uit tot één van de meest invloedrijke artiesten van Nederland, op basis van zijn...",https://www.podiuminfo.nl/concert/447127/Lucky-Fonz-III/Tolhuistuin/,EUR 23.70
Amistat,Concert,"ma 16 nov. 2026, 19:30",Paradiso - Grote Zaal,Na een succesvol jaar in 2025 komen de tweelingbroers Amistat in 2026 met een nieuwe EP. Op deze release bouwt het duo...,https://www.podiuminfo.nl/concert/451714/Amistat/Paradiso/,EUR 31.30
Mighty Oaks @ Tolhuistuin,Concert,"ma 23 nov. 2026, 20:30",Tolhuistuin - Tolhuistuin Club,"De band is weer bij elkaar en daarmee keert ook het meeslepende, dynamische geluid terug dat hun live shows al bijna 15...",https://www.podiuminfo.nl/concert/448555/Mighty-Oaks/Tolhuistuin/,EUR 34.80
Fatoumata Diawara,Concert,"vr 27 nov. 2026, 20:00",Paradiso - Grote Zaal,"Ondersteund door een samensmelting van moderne Afrikaanse muziek, westerse pop en jazz zingt Fatoumata Diawara over...",https://www.podiuminfo.nl/concert/448745/Fatoumata-Diawara/Paradiso/,EUR 45.40
Clean Pete's Kerstshow,Concert,"ma 21 dec. 2026, 20:30",Paradiso - Grote Zaal,"Clean Pete’s Kerstshow komt in 2026 terug! Zussen Loes en Renée Wijnhoven, a.k.a. Clean Pete, zullen hun diepe liefde...",https://www.podiuminfo.nl/concert/449577/Clean-Petes-Kerstshow/Paradiso/,EUR 27.70
Van Dik Hout,Concert,"vr 8 jan. 2027, 20:30",Paradiso - Grote Zaal,Van Dik Hout is al drie decennia lang niet weg te denken in de vaderlandse popcultuur en vierde onlangs het 30-jarig...,https://www.podiuminfo.nl/concert/449782/Van-Dik-Hout/Paradiso/,EUR 39.30
Paradiso Korendagen 2027 – Zaterdag,Concert,"za 16 jan. 2027, 11:30",Paradiso - Grote Zaal,"Uit het hele land komen 140 koren, bestaande uit amateurzangers van alle leeftijden, naar Paradiso om te laten horen...",https://www.podiuminfo.nl/concert/451020/Paradiso-Korendagen-2027-Zaterdag/Paradiso/,EUR 3.50
Paradiso Korendagen 2027 – Zondag,Concert,"zo 17 jan. 2027, 11:30",Paradiso - Grote Zaal,"Uit het hele land komen 140 koren, bestaande uit amateurzangers van alle leeftijden, naar Paradiso om te laten horen...",https://www.podiuminfo.nl/concert/451021/Paradiso-Korendagen-2027-Zondag/Paradiso/,EUR 3.50
